Temperature,pH,Dissolved Oxygen,Nitrate,Ammonia,Salinity,Quality
31.807497256109556,6.579530998629291,9.30215390763595,7.949936459617963,0.09582811191777296,15.41566886116415,Good
32.640773861264925,8.236621569848623,6.918384722445638,19.046708995683183,0.4008890098828335,17.892223420963063,Good
25.60310839083045,7.449780702884261,6.819644377397472,6.747556729806146,0.6175374482159705,25.058088190024975,Moderate
29.61918057452634,6.987774228262565,9.71988238864464,3.6097395431161394,0.08586246703311196,27.55110235068736,Good
34.12156815568332,7.414750640546517,4.524156795115774,1.6231459316725294,0.8765030256909964,20.13864657359809,Moderate
32.14789504665248,7.734437836791678,7.38853981769185,16.241000297329308,0.9385139874231808,23.762627523447115,Good
28.981554448844314,6.600907388011641,4.971154673565401,18.955393746704637,0.25181189627089084,25.786635167067097,Moderate
34.27509332603725,7.350280245122864,9.41949327960769,18.238988052939067,0.05495987589334406,23.012608148667006,Good
27.540865142788984,6.669836589427334,8.560764181017003,14.161666428484454,0.8149989878033911,16.929486202412935,Good
25.575458523486898,7.092811729969577,9.772680010866093,16.794202660749008,0.6134911132997156,19.484779154975058,Moderate
30.61353163460973,6.964010373221959,5.503022314096175,10.09317645866464,0.3296929231378182,18.145234897883952,Good
32.827468107727256,8.046185048933804,9.863180005622446,12.656019757820891,0.06399741570229533,28.2956950392729,Good
32.68040946661118,8.392196675042605,4.21362028221273,11.797177234562934,0.1793899074775499,27.793936264632823,Moderate
28.62684673720703,7.674585615687049,9.383500296673638,10.944111356932297,0.30716364201935586,19.855877312379377,Good
27.823521049611003,7.087735075139623,8.677370056927892,16.21710124500208,0.5766596662959769,29.904234309293578,Moderate
27.980144918379004,7.9610330334743225,4.052879215395122,1.3264336934997667,0.33121574359323624,27.497523209660166,Moderate
33.332003131726324,8.176582156705875,4.942091494659389,4.403748090650204,0.8231860509836794,21.81831259628214,Poor
27.197014492764197,6.966328639383342,8.71208372376347,16.125457463466844,0.06210657773278638,23.027940743100878,Moderate
34.91727894753138,8.319890596629795,5.924594772010811,16.592536312650346,0.8182992056417543,22.290401190546522,Good
34.55700821147171,7.729640015602136,5.81858707505193,8.394819778594812,0.25795593047777754,18.988584836680932,Moderate
26.504820730806358,7.887305655390982,7.049172738288268,18.713715215643244,0.15897230133413331,29.13808032205433,Good
27.354404316859753,6.613609641082746,6.619588416608207,13.790972436543818,0.5943467384086039,26.886723168677577,Moderate
34.31032475105942,6.824789689378187,4.167787138234593,10.85246725011191,0.09019001996809917,17.127929767744078,Poor
26.7763687513516,7.548283876279297,9.027845156481817,18.327034603690365,0.011729855404342016,24.245243149315968,Moderate
34.679551880369786,6.759412588183391,4.539053607798741,16.71929155154308,0.6944323283917786,15.155662621148736,Moderate
32.21477708369628,8.458357922313386,4.377591730984224,16.44579267036578,0.5349363657869103,16.511908281692673,Poor
28.677790601858174,7.691892209704218,9.903132784160075,11.139826804943578,0.2563262064391585,24.76608107623926,Good
32.101764365096685,7.7100479453660675,7.717292928553629,10.553718693718281,0.2790445684529247,20.3877522319273,Moderate
26.467485698986682,7.718642116474087,9.853176996279851,14.65365524814544,0.35220465953779934,20.529586363067573,Poor
32.668591218364305,8.068642893532463,6.218527879741401,2.5994057392387937,0.5550797369791891,25.730853524930325,Moderate
34.369890368441744,8.26507851592042,6.918073654002472,18.488185287482434,0.3723328542707425,17.721235269921404,Good
27.0994584820152,7.7586793075610085,5.996132513911561,13.04485764373113,0.18822746373408317,24.879891552894748,Good
26.506519325450753,8.110669668822844,7.481896391503708,12.722184730247406,0.14263418554419716,25.03942362272128,Poor
30.712218280558215,7.877949834144035,9.839854672309087,13.60402665502231,0.12293870966751752,16.652925294377106,Moderate
32.418701454825765,7.987372637791637,6.684653812264489,19.048181130010175,0.25973922976142716,18.674742169353287,Moderate
27.825313950289893,8.486487458169655,8.766426213037409,12.920507609809462,0.9896978509761433,28.469941252453083,Good
26.100035997969684,7.953249653893622,8.703677999394529,8.370271201914276,0.7703411975523727,18.16550087795058,Poor
27.23022971750777,7.889790571382675,4.669163318687764,1.1400158622381773,0.6656257834706308,21.62490125865253,Poor
30.67039285032625,8.070075699534874,7.17127480686416,11.523835357718584,0.9727749242612088,24.764762233450863,Poor
25.366477273852936,7.919826816597806,6.451248100049845,19.854773226700008,0.47164534753413667,18.780212196456215,Poor
29.140809431193183,7.8478179256752965,8.521681659071383,6.416298058976915,0.4888526407318714,25.826224818688136,Poor
33.285139587246874,7.264998463023316,6.289683049582053,9.20124436266298,0.33252100309227006,27.929148626321293,Poor
31.51031264169658,7.063442052263854,7.726986044093384,14.927467564130236,0.5964943761102018,20.941847077627358,Good
28.26656923118081,7.054737252715578,5.099197043660208,16.97883251294157,0.6734762528830508,20.11083476834802,Good
31.845104244237824,8.085284259030788,7.627846862404635,6.625044878102814,0.8110354327625228,21.55557669796137,Poor
27.155789605872076,7.723565575855839,9.188185383787566,8.17838306348574,0.04288929732960378,15.65260231602302,Poor
34.364833565966656,7.252265327690328,7.152553609906895,13.648330779731948,0.4284061233584322,22.274864807669196,Good
33.99541875536276,6.836560572018568,7.215065324462524,10.723252735224069,0.1917979284062793,27.703556506935193,Moderate
26.343966420263985,8.074108070822081,7.106355333737543,7.0104693893140375,0.03365922508475794,15.551306521214563,Poor
32.795926437128344,6.783534580336865,5.120649020959579,3.84150358686008,0.25888447837598183,26.410204070152865,Moderate
29.708714084767404,6.526750333748519,4.036169607110695,17.680165074460525,0.030893873519805992,23.51972973485102,Good
30.78434927226308,7.250105766270928,6.566015098664768,18.778544466003105,0.4657305014292261,22.440297103293602,Good
33.332636549629335,7.124748832346311,7.3701641950762085,9.688400149785688,0.029980893655770613,18.805222619888518,Poor
25.784133772303303,8.281705881768927,6.297577185930123,2.602409230798175,0.8342598044420596,17.191570307907384,Good
26.588856560750227,7.826039935596388,8.01280939298588,1.414518586256519,0.12383648290876903,21.42223464466887,Good
29.802046888750425,8.16023636696289,6.003572795708212,14.94556729339454,0.6044052499839268,26.41580468639509,Moderate
25.914333394217973,7.282401799296187,5.180345763158282,16.310233064595995,0.39045801638926536,20.913478997049342,Poor
27.678337727492654,8.19452023858782,6.828747116856583,8.85556765669001,0.28394387383102204,27.00122727142637,Poor
28.813252358871054,8.087659634526782,4.1822756056731,14.999997206435003,0.30582035574542166,26.16269995130049,Poor
25.972104453064826,7.149520592494535,9.137667865203653,9.932337285678505,0.12142585508555737,28.567155064878694,Good
34.014821936696094,7.230783713895851,9.557570701655107,19.95349951672051,0.8952870971618045,24.641637299420307,Poor
33.5004076281117,7.343214938773739,6.310451669551095,15.92521950592312,0.4267877012124516,25.8034586334879,Moderate
27.324294429787955,7.192321052821079,9.603620897538168,16.019613288085765,0.9327106133797248,20.136072876702816,Moderate
31.622744609788576,6.635221233653033,8.283130789681588,3.3908055885586186,0.5744415141643339,21.447167195355963,Good
28.513728542389284,6.826483402858374,8.702919150479653,0.5077760770216067,0.619025843198215,26.262930966096615,Moderate
30.036952344768665,7.263214585842882,4.779602131270948,15.814411919396832,0.8316575892582092,27.40667629807956,Moderate
33.94154750907748,6.678513690624275,8.664031357257803,10.589568602985704,0.5715685282925872,23.245708151204354,Good
34.11050125972321,7.216305170395401,4.951186786625033,1.561613716279886,0.2082725835863637,17.228716228701174,Moderate
27.31861068762049,6.871689381425147,4.011740646358783,1.7830527157359288,0.31449250414052865,20.956962335327503,Poor
26.367787320677824,7.8546196908924255,5.546506230496904,14.479468214300077,0.6499863119027306,15.132538799607698,Moderate
34.74303208616331,7.903357520919679,4.889043405024333,9.817908616978206,0.611982897605337,24.925190828694866,Moderate
33.18115022638411,6.951575250842846,8.746730565889655,17.112531742718918,0.45760212099911746,18.665131771003104,Poor
26.21167945059266,6.509533687770561,8.408087455249767,14.609930298899478,0.7795511413656394,23.303187371475012,Poor
25.489294484340355,7.34075529660239,8.75675083136466,4.296908215762098,0.5990681505975421,27.180177921790445,Moderate
25.309892609420956,7.407379937241342,9.617173978876934,10.494570163138409,0.23829222018450735,19.826978480902994,Poor
32.211845371454864,7.532405484485125,5.184553425659092,16.620345690860166,0.7201041662348808,25.64822677921351,Good
27.261736830799023,7.090428729459415,8.410843926660682,0.6692461859122689,0.24696780935553664,21.291174358719996,Moderate
25.204077048641416,8.214592784286387,6.516646909049747,4.92239393917373,0.582902408098642,27.28679060331948,Poor
25.629044413427174,7.7192542098739265,9.744424976278998,10.908953528815777,0.120799702391308,16.35557166735862,Good
27.394560774319345,8.056610462671992,7.241856594887564,19.66281419100605,0.2054610065179453,21.781211990867885,Moderate
30.217298620474722,7.562167445098263,5.750719524324346,11.499959888821875,0.8360238562550417,27.540106192614267,Good
30.450441383672967,8.274934603675415,9.11978403824901,0.6876125149329781,0.9078049367554339,20.067197822140226,Moderate
28.147636561299663,7.076875988884858,4.1518334531966605,1.968409259863233,0.021340181442322526,17.720729335075767,Good
32.490259935990174,7.35143800822809,5.882436980850736,5.507759638334894,0.7086508414976453,26.30523034779091,Poor
30.79952870727757,7.48885123057474,7.049531942841365,5.612934955051292,0.9711582129106126,19.257533401800014,Good
29.289305899015332,7.908347040717494,4.630630287058129,4.467546768562536,0.08318492081738915,23.998051002580098,Good
32.369150116405166,7.25968097385396,9.462414959768026,12.116834132051919,0.6537952051387897,22.558819242310577,Moderate
25.369473947589196,7.167639186733267,8.897286490312833,17.313465433889903,0.23532968884090588,28.684537842217807,Poor
31.364936826460422,7.752667170487252,9.307757073126645,18.107815766760343,0.45469627660965317,17.14542855286685,Poor
25.474573045425164,7.629017379968295,9.343392782028728,5.595452249390387,0.06994806165362755,25.417222401130246,Moderate
34.77919040913898,6.814097953267532,6.02150606777089,4.316080008824043,0.3919474629572862,23.642396366514348,Poor
26.482201665721487,7.165260875675262,6.161246300997311,13.596548768437664,0.7147802318174672,17.33815420566036,Good
30.47574514225862,6.500701940888538,7.763101698264888,15.727908145027117,0.5292606153155552,25.382271531090247,Good
26.18221427333856,6.870749670899185,6.848043082987044,11.981466824210418,0.9647356782588719,16.52039811667241,Moderate
34.273695484279465,7.041391050379797,4.763534501770756,7.007163725096149,0.13755883008213132,16.651384428238156,Good
29.863249496102778,7.8794442413091375,8.727593286078601,11.367757536558944,0.7771583082233363,28.630333827696916,Moderate
30.00149214758524,8.149579133797992,4.034606682503504,15.439822238573331,0.02473860293016994,27.26586620788369,Moderate
33.3529482837933,7.403550769102855,8.4734272611329,9.116886730611268,0.9101981313312587,23.684493075305518,Moderate
28.076215949487224,8.005748853031902,5.564957080774116,7.368101071120597,0.26769255364764755,17.876284267421845,Poor
25.88324474803209,7.220053706034664,7.148064653480223,1.3264924373525666,0.07252527078000359,25.168781916052865,Poor
32.24340931058573,8.476798940856415,5.463524699915515,4.584245858211016,0.3134224977392106,25.292891218907506,Moderate
25.46521577551196,8.198841524519546,4.624289163353021,1.433062613924827,0.5916616761503247,26.155515925982584,Moderate
32.16443341217205,7.803118328815948,7.416030149708743,14.169394494331776,0.5975628507549897,17.40023842756608,Good
33.46366102672988,6.7894856874167715,9.398725939921611,18.804620428033175,0.5600389721987716,19.399372205508953,Moderate
25.776522174425416,8.000555012945362,7.0224596646475295,7.185377822366363,0.008790659262113865,24.00494526191268,Good
28.942321423420058,7.908591885762965,7.426857251034056,3.746112097219294,0.22185652551963375,23.7102965938761,Poor
26.44203706595683,6.616542890917149,9.837309756669207,11.8587425201276,0.28473602341153037,25.988346096122363,Good
31.8089086058197,7.4373516870779435,8.871050607590568,18.062132857171395,0.9393319125116874,23.617601060524848,Poor
32.055136702747795,6.541631727951895,7.700059279156239,13.524209353101108,0.4586617386888028,26.376747360313463,Poor
27.55575614670986,7.660642180599845,4.50104194228741,5.158926480074008,0.3101217706568452,17.713135211287835,Poor
30.7419437484623,8.20771486108614,4.303110954888833,6.795325769879508,0.33401307396165103,29.81761046415162,Moderate
27.320786893034505,6.9197865397861005,6.669888143287554,10.811569062942104,0.6315574294712886,28.359391417745336,Good
28.434820030119297,7.852066742925688,4.738995410040223,17.1371972520542,0.24638573659416474,15.58464248342565,Good
34.86158976213625,7.389755206407819,4.433368654192311,7.305298573136135,0.5768436941740065,26.24835754488905,Poor
28.6567173493545,7.3480690266547555,8.602337056610327,0.8381208750532965,0.5940774263798838,27.524748240876797,Moderate
29.38701787988115,8.380808021552902,8.877263442063256,13.80758621154107,0.7437611344069248,20.18619742840188,Poor
29.51268432421135,8.049030284964923,6.543405629951982,15.76044204581172,0.7435276092741044,23.793466246375637,Poor
27.311489174130713,7.9345006672312905,8.608199991536964,13.007124487679036,0.6566935163718582,16.486337807748665,Moderate
